iteration, enemy_level, game_time(s), date, my_score, enemy_score, battle_result, my_side
#--> latest commit:e2967234319cf56d5cf2f188cc3c490f5582c24b 20220118014012 in burger_war_dev
0, 1, 240, 2022-01-18T13:46:17+09:00, 7, 1, WIN, r
0, 2, 240, 2022-01-18T13:51:22+09:00, 11, 0, WIN, r
0, 3, 240, 2022-01-18T13:56:12+09:00, 10, 0, WIN, r
0, 4, 240, 2022-01-18T14:01:17+09:00, 12, 8, WIN, r
0, 5, 240, 2022-01-18T14:06:22+09:00, 17, 6, WIN, r
0, 6, 240, 2022-01-18T14:11:27+09:00, 15, 5, WIN, r
0, 7, 240, 2022-01-18T14:16:32+09:00, 12, 2, WIN, r
0, 8, 240, 2022-01-18T14:21:37+09:00, 4, 1, WIN, r
0, 9, 240, 2022-01-18T14:26:42+09:00, 6, 3, WIN, r
0, 10, 240, 2022-01-18T14:31:47+09:00, 12, 1, WIN, r
0, 11, 240, 2022-01-18T14:36:52+09:00, 12, 1, WIN, r
0, 12, 240, 2022-01-18T14:41:43+09:00, 5, 7, LOSE, r
1, 1, 240, 2022-01-18T15:50:57+09:00, 9, 1, WIN, r
1, 2, 240, 2022-01-18T15:56:01+09:00, 11, 1, WIN, r
1, 3, 240, 2022-01-18T16:01:06+09:00, 12, 2, WIN, r
1, 4, 240, 2022-01-18T16:06:12+09:00, 17, 3, WIN, r
1, 5, 240, 2022-01-18T16:11:17+09:00, 14, 4, WIN, r
1, 6, 240, 2022-01-18T16:16:22+09:00, 15, 4, WIN, r
1, 7, 240, 2022-01-18T16:21:26+09:00, 11, 0, WIN, r
1, 8, 240, 2022-01-18T16:26:32+09:00, 6, 1, WIN, r
1, 9, 240, 2022-01-18T16:31:37+09:00, 10, 3, WIN, r
1, 10, 240, 2022-01-18T16:36:42+09:00, 11, 1, WIN, r
1, 11, 240, 2022-01-18T16:41:46+09:00, 13, 0, WIN, r
1, 12, 240, 2022-01-18T16:46:51+09:00, 5, 7, LOSE, r
2, 1, 240, 2022-01-18T17:56:07+09:00, 7, 1, WIN, r
2, 2, 240, 2022-01-18T18:01:12+09:00, 11, 0, WIN, r
2, 3, 240, 2022-01-18T18:06:17+09:00, 10, 0, WIN, r
2, 4, 240, 2022-01-18T18:11:22+09:00, 4, 2, WIN, r
2, 5, 240, 2022-01-18T18:16:27+09:00, 13, 3, WIN, r
2, 6, 240, 2022-01-18T18:21:32+09:00, 14, 4, WIN, r
2, 7, 240, 2022-01-18T18:26:37+09:00, 15, 4, WIN, r
2, 8, 240, 2022-01-18T18:31:42+09:00, 5, 1, WIN, r
2, 9, 240, 2022-01-18T18:36:33+09:00, 15, 4, WIN, r
2, 10, 240, 2022-01-18T18:41:38+09:00, 11, 0, WIN, r
2, 11, 240, 2022-01-18T18:46:43+09:00, 11, 1, WIN, r
2, 12, 240, 2022-01-18T18:51:47+09:00, 3, 9, LOSE, r
