iteration, enemy_level, game_time(s), date, my_score, enemy_score, battle_result, my_side
#--> latest commit:459fa86fefe76168a6cd8e232e4ce1e161e0beb9 20220204060958 in burger_war_dev
0, 1, 190, 2022-02-04T06:14:52+09:00, 9, 1, WIN, r
0, 2, 190, 2022-02-04T06:19:06+09:00, 0, 5, LOSE, r
0, 3, 190, 2022-02-04T06:23:20+09:00, 2, 0, WIN, r
0, 4, 190, 2022-02-04T06:27:34+09:00, 16, 7, WIN, r
0, 5, 190, 2022-02-04T06:31:49+09:00, 11, 12, LOSE, r
0, 6, 190, 2022-02-04T06:36:04+09:00, 6, 13, LOSE, r
0, 7, 190, 2022-02-04T06:40:18+09:00, 8, 10, LOSE, r
0, 8, 190, 2022-02-04T06:44:33+09:00, 3, 0, WIN, r
0, 9, 190, 2022-02-04T06:48:47+09:00, 1, 0, WIN, r
0, 10, 190, 2022-02-04T06:53:02+09:00, 9, 8, WIN, r
0, 11, 190, 2022-02-04T06:57:16+09:00, 12, 7, WIN, r
0, 12, 190, 2022-02-04T07:01:30+09:00, 0, 10, LOSE, r
1, 1, 190, 2022-02-04T14:06:53+09:00, 9, 1, WIN, r
1, 2, 190, 2022-02-04T14:11:07+09:00, 1, 5, LOSE, r
1, 3, 190, 2022-02-04T14:15:21+09:00, 2, 4, LOSE, r
1, 4, 190, 2022-02-04T14:19:35+09:00, 10, 8, WIN, r
1, 5, 190, 2022-02-04T14:23:49+09:00, 0, 10, LOSE, r
1, 6, 190, 2022-02-04T14:28:03+09:00, 13, 9, WIN, r
1, 7, 190, 2022-02-04T14:32:18+09:00, 9, 10, LOSE, r
1, 8, 190, 2022-02-04T14:36:32+09:00, 3, 0, WIN, r
1, 9, 190, 2022-02-04T14:40:46+09:00, 3, 0, WIN, r
1, 10, 190, 2022-02-04T14:45:01+09:00, 1, 8, LOSE, r
1, 11, 190, 2022-02-04T14:49:15+09:00, 0, 3, LOSE, r
1, 12, 190, 2022-02-04T14:53:29+09:00, 0, 10, LOSE, r
